"","Gene.name.d","Entrez.gene.id.e","Chromosome.f","Start.f","End.f","Cytoband.f"
"446","FGR",2268,"1",27938800,27961727,"1p36.2-p36.1"
"447","IFI6",2537,"1",27992571,27998724,"1p35"
"448","FAM76A",199870,"1",28052489,28089423,"1p35.3"
"449","STX12",23673,"1",28099693,28150963,"1p35.3"
"450","PPP1R8",5511,"1",28157251,28178183,"1p35.3"
"451","SCARNA1",677774,"1",28160911,28161077,"1p35.3"
"452","THEMIS2",9473,"1",28199053,28213196,"1p35.3"
"453","RPA2",6118,"1",28218035,28241308,"1p35"
"454","SMPDL3B",27293,"1",28261465,28285668,"1p35.3"
"455","XKR8",55113,"1",28285972,28294607,"1p35.3"
"456","EYA3",2140,"1",28296854,28415148,"1p36"
"457","PTAFR",5724,"1",28473676,28520447,"1p35-p34.3"
"458","DNAJC8",22826,"1",28526789,28559542,"1p35.3"
"459","ATPIF1",93974,"1",28562601,28564616,"1p35.3"
"460","SESN2",83667,"1",28585962,28609002,"1p35.3"
"461","MED18",54797,"1",28655512,28662478,"1p35.3"
"462","PHACTR4",65979,"1",28696092,28826881,"1p35.3"
"463","SNHG3",8420,"1",28832454,28837404,"1p36.1"
"464","RCC1",1104,"1",28832454,28865708,"1p36.1"
"465","SNORA73B",6081,"1",28835069,28835227,"1p36.1"
"466","TRNAU1AP",54952,"1",28879528,28905057,"1p35.3"
"467","SNHG12",85028,"1",28905049,28908366,"1p35.3"
"468","SNORA61",677838,"1",28906275,28906405,"1p35.3"
"469","SNORA44",677825,"1",28906892,28907024,"1p35.3"
"470","SNORA16A",692073,"1",28907431,28907565,"1p35.3"
"471","RAB42",115273,"1",28918711,28921088,"1p35.3"
"472","TAF12",6883,"1",28929608,28969604,"1p35.3"
"473","RNU11",26824,"1",28975111,28975246,"1p35"
"474","GMEB1",10691,"1",28995239,29042115,"1p35.3"
"475","YTHDF2",51441,"1",29063132,29096287,"1p35"
"476","OPRD1",4985,"1",29138653,29190208,"1p36.1-p34.3"
"477","EPB41",2035,"1",29213602,29446558,"1p33-p32"
"478","TMEM200B",399474,"1",29445936,29450421,"1p35"
"479","SRSF4",6429,"1",29474249,29508637,"1p35.3"
"480","MECR",51102,"1",29519168,29557470,"1p35.3"
"481","PTPRU",10076,"1",29563027,29653325,"1p35.3"
"482","LOC101928460",101928460,"1",29656131,29676626,"-"
"483","LOC101929406",101929406,"1",30486798,30510459,"-"
"484","MATN1",4146,"1",31184123,31196432,"1p35"
"485","MATN1-AS1",100129196,"1",31191618,31199593,"1p35.2"
"486","LAPTM5",7805,"1",31205314,31230683,"1p34"
"487","SDC3",9672,"1",31342312,31381480,"1pter-p22.3"
"488","PUM1",9698,"1",31404352,31538564,"1p35.2"
"489","NKAIN1",79570,"1",31652591,31712734,"1p35.2"
"490","SNRNP40",9410,"1",31732414,31769644,"1p35.2"
"491","ZCCHC17",51538,"1",31769828,31837800,"1p35.2"
"492","FABP3",2170,"1",31838099,31845923,"1p33-p32"
"493","SERINC2",347735,"1",31882411,31907527,"1p35.1"
"494","LINC01225",149086,"1",31971838,31974167,"1p35.2"
"495","LINC01226",284551,"1",31984035,31989846,"1p35.2"
"496","TINAGL1",64129,"1",32042085,32053287,"1p35.2"
"497","HCRTR1",3061,"1",32083300,32092919,"1p33"
"498","PEF1",553115,"1",32095462,32110838,"1p34"
"499","COL16A1",1307,"1",32117847,32169768,"1p35-p34"
"500","ADGRB2",576,"1",32192705,32229664,"1p35"
"501","SPOCD1",90853,"1",32256022,32281652,"1p35.2"
"502","PTP4A2",8073,"1",32372021,32403988,"1p35"
"503","KHDRBS1",10657,"1",32479294,32526460,"1p32"
"504","TMEM39B",55116,"1",32538502,32568467,"1p35.1"
"505","KPNA6",23633,"1",32573643,32642168,"1p35.1"
"506","TXLNA",200081,"1",32645344,32663886,"1p35.1"
"507","CCDC28B",79140,"1",32665986,32670991,"1p36.11-p34.2"
"508","IQCC",55721,"1",32671235,32674288,"1p36.11-p34.2"
"509","DCDC2B",149069,"1",32674694,32681797,"1p35.1"
"510","TMEM234",56063,"1",32681797,32687926,"1p36.11-p34.2"
"511","EIF3I",8668,"1",32687970,32697205,"1p34.1"
"512","MTMR9LP",339483,"1",32697260,32707311,"1p35.1"
"513","FAM167B",84734,"1",32712817,32714461,"1p35.1"
"514","LCK",3932,"1",32716839,32751768,"1p34.3"
"515","HDAC1",3065,"1",32757707,32799224,"1p34"
"516","MARCKSL1",65108,"1",32799429,32801840,"1p35.1"
"517","FAM229A",100128071,"1",32826870,32827844,"1p35.1"
"518","TSSK3",81629,"1",32827861,32829924,"1p35-p34"
"519","BSDC1",55108,"1",32830233,32860062,"1p35.1"
"520","ZBTB8B",728116,"1",32930657,32953459,"1p35.1"
"521","ZBTB8A",653121,"1",33004745,33071551,"1p35.1"
"522","ZBTB8OS",339487,"1",33086816,33116191,"1p35.1"
"523","RBBP4",5928,"1",33116748,33151812,"1p35.1"
"524","SYNC",81493,"1",33145506,33168361,"1p35.1"
"525","KIAA1522",57648,"1",33207511,33240571,"1p35.1"
"526","YARS",8565,"1",33240839,33283633,"1p35.1"
"527","S100PBP",64766,"1",33283042,33324480,"1p35.1"
"528","FNDC5",252995,"1",33327868,33338093,"1p35.1"
"529","HPCA",3208,"1",33352097,33360247,"1p35-p34.2"
"530","TMEM54",113452,"1",33360195,33366953,"1p35-p34"
"531","RNF19B",127544,"1",33402046,33430414,"1p35.1"
"532","AK2",204,"1",33473540,33502512,"1p34"
"533","AZIN2",113451,"1",33546713,33586132,"1p35.1"
"534","TRIM62",55223,"1",33611002,33647671,"1p35.1"
"535","ZNF362",149076,"1",33722173,33766320,"1p35.1"
"536","A3GALT2",127550,"1",33772366,33786699,"1p35.1"
"537","PHC2",1912,"1",33789223,33841194,"1p34.3"
"538","LOC101929464",101929464,"1",33815952,33828846,"1p35.1"
"539","ZSCAN20",7579,"1",33938231,33961995,"1p34.3"
"540","CSMD2",114784,"1",33979598,34631443,"1p34.3"
"541","HMGB4",127540,"1",34326075,34330392,"1p35.1"
"542","CSMD2-AS1",402779,"1",34334556,34351059,"-"
"543","C1orf94",84970,"1",34632483,34684731,"1p34.3"
"544","GJB5",2709,"1",35220647,35224113,"1p35.1"
"545","GJB4",127534,"1",35225341,35229325,"1p34.3"
"546","GJB3",2707,"1",35246789,35251967,"1p34"
"547","GJA4",2701,"1",35258598,35261348,"1p35.1"
"548","SMIM12",113444,"1",35315962,35325417,"1p34.3"
"549","DLGAP3",58512,"1",35331036,35395186,"1p35.3-p34.1"
"550","LOC653160",653160,"1",35441299,35444307,"1p34.3"
"551","ZMYM6NB",100506144,"1",35447126,35450948,"1p34.3"
"552","ZMYM6",9204,"1",35451766,35497569,"1p34.2"
"553","ZMYM1",79830,"1",35525386,35581459,"1p34.3"
"554","SFPQ",6421,"1",35649200,35658743,"1p34.3"
"555","ZMYM4",9202,"1",35734567,35887545,"1p32-p34"
"556","KIAA0319L",79932,"1",35899090,36023037,"1p34.2"
"557","NCDN",23154,"1",36023392,36032380,"1p34.3"
"558","TFAP2E",339488,"1",36038970,36060927,"1p34.3"
"559","PSMB2",5690,"1",36065142,36107445,"1p34.2"
"560","C1orf216",127703,"1",36179476,36184790,"1p34.3"
"561","CLSPN",63967,"1",36197712,36235551,"1p34.2"
"562","AGO4",192670,"1",36273827,36323490,"1p34"
"563","AGO1",26523,"1",36348809,36389899,"1p34.3"
"564","AGO3",192669,"1",36396682,36522063,"1p34"
"565","TEKT2",27285,"1",36549675,36553876,"1p34.3"
"566","ADPRHL2",54936,"1",36554452,36559533,"1p34.3"
"567","COL8A2",1296,"1",36560836,36590685,"1p34.2"
"568","TRAPPC3",27095,"1",36602169,36621654,"1p34.3"
"569","MAP7D1",55700,"1",36621565,36646451,"1p34.3"
"570","THRAP3",9967,"1",36690016,36770957,"1p34.3"
"571","SH3D21",79729,"1",36771993,36786948,"1p34.3"
"572","EVA1B",55194,"1",36787630,36789755,"1p34.3"
"573","STK40",83931,"1",36805219,36851528,"1p34.3"
"574","LSM10",84967,"1",36859020,36863560,"1p34.3"
"575","OSCP1",127700,"1",36883506,36916086,"1p34.3"
"576","MRPS15",64960,"1",36921361,36930040,"1p34.3"
"577","CSF3R",1441,"1",36931643,36948915,"1p35-p34.3"
"578","GRIK3",2899,"1",37261127,37499844,"1p34.3"
"579","LINC01137",728431,"1",37920479,37940044,"1p34.3"
"580","ZC3H12A",80149,"1",37940118,37949978,"1p34.3"
"581","MEAF6",64769,"1",37955560,37980420,"1p35.3-p33"
"582","SNIP1",79753,"1",38000049,38019945,"1p34.3"
"583","DNALI1",7802,"1",38022519,38032458,"1p35.1"
"584","GNL2",29889,"1",38032412,38061586,"1p34.3"
"585","RSPO1",284654,"1",38076950,38100595,"1p34.3"
"586","C1orf109",54955,"1",38147241,38156267,"1p34.3"
"587","CDCA8",55143,"1",38158072,38175391,"1p34.3"
"588","EPHA10",284656,"1",38181645,38230824,"1p34.3"
"589","MANEAL",149175,"1",38259773,38267278,"1p34.3"
"590","YRDC",79693,"1",38268613,38273865,"1p34.3"
"591","C1orf122",127687,"1",38273472,38275126,"1p34.3"
"592","MTF1",4520,"1",38275238,38325292,"1p33"
"593","INPP5B",3633,"1",38326368,38412729,"1p34"
"594","SF3A3",10946,"1",38422651,38455761,"1p34.3"
"595","FHL3",2275,"1",38462441,38471187,"1p34"
"596","UTP11L",51118,"1",38478383,38490497,"1p34.3"
"597","POU3F1",5453,"1",38509522,38512450,"1p34.1"
"598","LINC01343",339442,"1",38674705,38680439,"1p34.3"
"599","RRAGC",64121,"1",39303868,39325495,"1p34"
"600","MYCBP",26292,"1",39328161,39339050,"1p33-p32.2"
"601","GJA9-MYCBP",100527950,"1",39328161,39347298,"1p"
"602","GJA9",81025,"1",39339738,39347298,"1p34"
"603","RHBDL2",54933,"1",39351477,39407502,"1p34.3"
"604","AKIRIN1",79647,"1",39456915,39471737,"1p34.3"
"605","NDUFS5",4725,"1",39491966,39500308,"1p34.2-p33"
"606","MACF1",23499,"1",39549838,39952810,"1p32-p31"
"607","KIAA0754",643314,"1",39875175,39882154,"1p34.3"
"608","BMP8A",353500,"1",39957317,39995541,"1p34.3"
"609","PPIEL",728448,"1",39987951,40025370,"1p34.3"
"610","PABPC4",8761,"1",40026484,40042521,"1p34.2"
"611","LOC101929516",101929516,"1",40030741,40038875,"1p34.3"
"612","SNORA55",677834,"1",40033045,40033182,"1p34.3"
"613","HEYL",26508,"1",40089102,40105348,"1p34.3"
"614","NT5C1A",84618,"1",40124792,40137710,"1p34.3-p33"
"615","HPCAL4",51440,"1",40144319,40157382,"1p34.2"
"616","PPIE",10450,"1",40204516,40229586,"1p32"
"617","BMP8B",656,"1",40223902,40254533,"1p35-p32"
"618","OXCT2",64064,"1",40235196,40237020,"1p34"
"619","TRIT1",54802,"1",40306705,40349177,"1p34.2"
"620","MYCL",4610,"1",40361095,40367687,"1p34.2"
"621","MFSD2A",84879,"1",40420783,40435640,"1p34.2"
"622","CAP1",10487,"1",40506254,40538321,"1p34.2"
"623","PPT1",5538,"1",40538381,40563142,"1p32"
"624","RLF",6018,"1",40627040,40706593,"1p32"
"625","ZMPSTE24",10269,"1",40723721,40759856,"1p34"
"626","COL9A2",1298,"1",40766162,40782939,"1p33-p32"
"627","SMAP2",64744,"1",40839377,40888998,"1p35.3-p34.1"
"628","ZFP69B",65243,"1",40916336,40929390,"1p34.2"
"629","ZFP69",339559,"1",40943301,40962015,"1p34.2"
"630","EXO5",64789,"1",40974432,40982214,"1p34.2"
"631","ZNF684",127396,"1",40997232,41013841,"1p34.2"
"632","RIMS3",9783,"1",41086351,41131324,"1pter-p22.2"
"633","NFYC-AS1",100130557,"1",41154751,41157933,"1p34.2"
"634","NFYC",4802,"1",41157241,41237276,"1p32"
"635","KCNQ4",9132,"1",41249683,41306124,"1p34"
"636","CITED4",163732,"1",41326727,41328018,"1p34.2|1p35-p34"
"637","CTPS1",1503,"1",41444970,41478237,"1p34.1"
"638","SLFNL1-AS1",100507178,"1",41480261,41509562,"1p34"
"639","SLFNL1",200172,"1",41481268,41487427,"1p34.2"
"640","SCMH1",22955,"1",41492870,41707815,"1p34"
"641","FOXO6",100132074,"1",41827602,41849263,"1p34.2"
"642","EDN2",1907,"1",41944445,41950354,"1p34"
"643","HIVEP3",59269,"1",41972035,42501596,"1p34"
"644","GUCA2B",2981,"1",42619091,42621495,"1p34-p33"
"645","GUCA2A",2980,"1",42628361,42630395,"1p35-p34"
"646","FOXJ3",22887,"1",42642209,42801548,"1p34.2"
"647","RIMKLA",284716,"1",42846467,42889900,"1p34.2"
"648","ZMYND12",84217,"1",42896000,42921938,"1p34.2"
"649","PPCS",79717,"1",42922011,42939049,"1p34.2"
"650","CCDC30",728621,"1",43000559,43120335,"1p34.2"
"651","PPIH",10465,"1",43124047,43142429,"1p34.1"
"652","YBX1",4904,"1",43148065,43168020,"1p34"
"653","CLDN19",149461,"1",43198763,43205925,"1p34.2"
"654","P3H1",64175,"1",43212005,43232755,"1p34.1"
"655","C1orf50",79078,"1",43232915,43241413,"1p34.2"
"656","LOC100129924",100129924,"1",43253660,43263901,"1p34.2"
"657","SVBP",374969,"1",43272722,43283059,"1p34.2"
"658","ERMAP",114625,"1",43282775,43310660,"1p34.2"
"659","ZNF691",51058,"1",43312243,43318146,"1p34.2"
"660","LOC339539",339539,"1",43323292,43354463,"1p34.2"
"661","SLC2A1",6513,"1",43391045,43424847,"1p34.2"
"662","SLC2A1-AS1",440584,"1",43424719,43449029,"1p34.2"
"663","FAM183A",440585,"1",43613593,43622067,"1p34.2"
"664","EBNA1BP2",10969,"1",43629844,43638241,"1p35-p33"
"665","CFAP57",149465,"1",43638000,43720029,"1p34.2"
"666","TMEM125",128218,"1",43735664,43739673,"1p34.2"
"667","C1orf210",149466,"1",43747556,43751288,"1p34.2"
"668","TIE1",7075,"1",43766565,43788781,"1p34-p33"
"669","MPL",4352,"1",43803474,43820135,"1p34"
"670","CDC20",991,"1",43824625,43828873,"1p34.1"
"671","ELOVL1",64834,"1",43829067,43833745,"1p34.2"
"672","MED8",112950,"1",43849578,43855483,"1p34.2"
"673","SZT2",23334,"1",43855555,43919918,"1p34.2"
"674","HYI",81888,"1",43916673,43919660,"1p34.2"
"675","PTPRF",5792,"1",43996546,44089343,"1p34"
"676","KDM4A",9682,"1",44115796,44171189,"1p34.1"
"677","KDM4A-AS1",100132774,"1",44165408,44173012,"1p34.1"
"678","ST3GAL3",6487,"1",44173203,44396837,"1p34.1"
"679","LOC101929592",101929592,"1",44175075,44193014,"1p34.1"
"680","ARTN",9048,"1",44398991,44402912,"1p33-p32"
"681","IPO13",9670,"1",44412477,44433694,"1p34.1"
"682","DPH2",1802,"1",44435652,44439043,"1p34"
"683","ATP6V0B",533,"1",44440319,44443972,"1p32.3"
"684","B4GALT2",8704,"1",44444873,44456843,"1p34-p33"
"685","CCDC24",149473,"1",44457279,44462198,"1p34.1"
"686","SLC6A9",6536,"1",44462154,44497164,"1p33"
"687","KLF17",128209,"1",44584521,44600809,"1p34.1"
"688","DMAP1",55929,"1",44679124,44686351,"1p34"
"689","ERI3",79033,"1",44686741,44820951,"1p32"
"690","ERI3-IT1",100874278,"1",44688266,44709955,"-"
"691","RNF220",55182,"1",44870959,45117396,"1p34.1"
"692","TMEM53",79639,"1",45118918,45140280,"1p34.1"
"693","C1orf228",339541,"1",45140393,45191263,"1p34.1"
"694","KIF2C",11004,"1",45205489,45233438,"1p34.1"
"695","RPS8",6202,"1",45241245,45244412,"1p34.1-p32"
"696","BEST4",266675,"1",45249256,45253426,"1p33-p32.3"
"697","PLK3",1263,"1",45266035,45271667,"1p34.1"
"698","TCTEX1D4",343521,"1",45271581,45272957,"1p34.1"
"699","BTBD19",149478,"1",45274153,45279801,"1p34.1"
"700","PTCH2",8643,"1",45285515,45308616,"1p34.1"
"701","EIF2B3",8891,"1",45316193,45452394,"1p34.1"
"702","HECTD3",79654,"1",45468219,45477027,"1p34.1"
"703","UROD",7389,"1",45477804,45481341,"1p34"
"704","ZSWIM5",57643,"1",45482075,45672250,"1p34.1"
"705","LINC01144",400752,"1",45769581,45771291,"1p34.1"
"706","HPDL",84842,"1",45792544,45794346,"1p34.1"
"707","MUTYH",4595,"1",45794913,45806142,"1p34.1"
"708","TOE1",114034,"1",45805341,45809650,"1p33"
"709","TESK2",10420,"1",45809554,45956840,"1p32"
"710","CCDC163P",126661,"1",45959597,45965751,"1p34.1"
"711","MMACHC",25974,"1",45965855,45976739,"1p34.1"
"712","PRDX1",5052,"1",45976706,45988562,"1p34.1"
"713","AKR1A1",10327,"1",46016454,46035723,"1p33-p32"
"714","NASP",4678,"1",46049659,46084578,"1p34.1"
"715","CCDC17",149483,"1",46085715,46089731,"1p34.1"
"716","GPBP1L1",60313,"1",46092975,46152302,"1p34.1"
"717","RPS15AP10",728963,"1",46111451,46112357,"1p34.1"
"718","TMEM69",51249,"1",46153846,46160108,"1p34.1"
"719","IPP",3652,"1",46159997,46216485,"1p34-p32"
"720","MAST2",23139,"1",46269284,46501796,"1p34.1"
"721","PIK3R3",8503,"1",46505811,46642167,"1p34.1"
"722","LOC101929626",101929626,"1",46599042,46604752,"1p34.1"
"723","TSPAN1",10103,"1",46640748,46651634,"1p34.1"
"724","POMGNT1",55624,"1",46654352,46685977,"1p34.1"
"725","LURAP1",541468,"1",46669005,46686928,"1p34"
"726","RAD54L",8438,"1",46713366,46744145,"1p32"
"727","LRRC41",10489,"1",46744071,46769038,"1p34.1"
"728","UQCRH",7388,"1",46769284,46782449,"1p34.1"
"729","NSUN4",387338,"1",46805848,46830824,"1p34"
"730","FAAH",2166,"1",46859938,46879520,"1p35-p34"
"731","FAAHP1",729041,"1",46899498,46911374,"1p33"
"732","LINC01398",101929651,"1",46912344,46915376,"1p33"
"733","DMBX1",127343,"1",46972667,46979886,"1p33"
"734","MKNK1-AS1",100507423,"1",47004367,47035927,"1p33"
"735","KNCN",148930,"1",47011315,47016887,"1p33"
"736","MKNK1",8569,"1",47023078,47069966,"1p33"
"737","MOB3C",148932,"1",47073386,47082563,"1p33"
"738","ATPAF1",64756,"1",47100710,47134099,"1p33-p32.3"
"739","TEX38",374973,"1",47137504,47139256,"1p33"
"740","EFCAB14-AS1",100130197,"1",47139707,47157769,"1p33"
"741","EFCAB14",9813,"1",47140830,47184736,"1p33"
"742","CYP4B1",1580,"1",47264669,47285021,"1p34-p12"
"743","CYP4Z2P",163720,"1",47308766,47366147,"1p33"
"744","CYP4A11",1579,"1",47394845,47407156,"1p33"
"745","CYP4X1",260293,"1",47489239,47516423,"1p33|1"
"746","CYP4Z1",199974,"1",47533159,47583992,"1p33"
"747","CYP4A22",284541,"1",47603096,47614526,"1p33"
"748","LINC00853",100874253,"1",47644921,47646011,"-"
"749","PDZK1IP1",10158,"1",47649260,47655771,"1p33"
"750","TAL1",6886,"1",47681961,47698007,"1p32"
"751","STIL",6491,"1",47715810,47779819,"1p32"
"752","CMPK1",51727,"1",47799468,47844511,"1p32"
"753","LINC01389",102724077,"1",47846467,47902989,"1p33"
"754","FOXE3",2301,"1",47881743,47883724,"1p32"
"755","FOXD2-AS1",84793,"1",47897806,47900313,"1p33"
"756","FOXD2",2306,"1",47901688,47906363,"1p34-p32"
"757","TRABD2B",388630,"1",48226199,48462562,"1p33"
"758","SKINTL",391037,"1",48567386,48648100,"1p33"
"759","SLC5A9",200010,"1",48688356,48714316,"1p33"
"760","SPATA6",54558,"1",48761043,48937880,"1p33"
"761","AGBL4",84871,"1",48998526,50489626,"1p33"
"762","BEND5",79656,"1",49193194,49242641,"1p33"
"763","LOC101929721",101929721,"1",49723082,49734966,"1p33"
"764","AGBL4-IT1",100874313,"1",49839872,49937757,"-"
"765","ELAVL4",1996,"1",50513685,50669457,"1p34"
"766","DMRTA2",63950,"1",50883222,50889119,"1p32.3"
"767","FAF1",11124,"1",50906934,51425936,"1p33"
"768","CDKN2C",1031,"1",51434366,51440309,"1p32"
"769","C1orf185",284546,"1",51567905,51613754,"1p32.3"
"770","RNF11",26994,"1",51701944,51739119,"1p32"
"771","TTC39A",22996,"1",51752929,51810788,"1p32.3"
"772","TTC39A-AS1",102724097,"1",51795325,51796953,"1p32.3"
"773","EPS15",2060,"1",51819934,51984995,"1p32"
"774","OSBPL9",114883,"1",52082545,52254891,"1p32.3"
"775","NRDC",4898,"1",52254865,52344609,"1p32.2-p32.1"
"776","RAB3B",5865,"1",52373627,52456436,"1p32-p31"
"777","TXNDC12",51060,"1",52485803,52521843,"1p32.3"
"778","KTI12",112970,"1",52497776,52499472,"1p32.3"
"779","TXNDC12-AS1",104355143,"1",52516589,52518355,"1p32.3"
"780","BTF3L4",91408,"1",52521856,52556388,"1p32.3"
"781","ZFYVE9",9372,"1",52607765,52812358,"1p32.3"
"782","CC2D1B",200014,"1",52816264,52831877,"1p32.3"
"783","ORC1",4998,"1",52838500,52870143,"1p32"
"784","PRPF38A",84950,"1",52870218,52883992,"1p32.3"
"785","ZCCHC11",23318,"1",52888947,53018762,"1p32.3"
"786","GPX7",2882,"1",53068042,53074723,"1p32"
"787","FAM159A",348378,"1",53099065,53122737,"1p32.3"
"788","COA7",65260,"1",53152013,53164038,"1p32.3"
"789","ZYG11B",79699,"1",53192130,53293013,"1p32.3"
"790","ZYG11A",440590,"1",53308182,53360247,"1p32.3"
"791","ECHDC2",55268,"1",53361581,53387446,"1p32.3"
"792","SCP2",6342,"1",53392900,53517289,"1p32"
"793","PODN",127435,"1",53527723,53551174,"1p32.3"
"794","SLC1A7",6512,"1",53552850,53608304,"1p32.3"
"795","CPT2",1376,"1",53662100,53679869,"1p32"
"796","C1orf123",54987,"1",53679771,53686311,"1p32.3"
"797","MAGOH",4116,"1",53692563,53704282,"1p32.3"
"798","LOC100507564",100507564,"1",53704281,53708455,"-"
"799","LRP8",7804,"1",53708040,53793821,"1p34"
"800","LOC105378732",105378732,"1",53793904,53802181,"-"
"801","SLC25A3P1",163742,"1",53904042,53905693,"1p32.3"
"802","DMRTB1",63948,"1",53925071,53933160,"1p32.3"
"803","GLIS1",148979,"1",53971905,54199877,"1p32.3"
"804","NDC1",55706,"1",54231133,54304225,"1p32.3"
"805","YIPF1",54432,"1",54317391,54355487,"1p33-p32.1"
"806","DIO1",1733,"1",54359860,54376759,"1p33-p32"
"807","HSPB11",51668,"1",54387233,54411288,"1p32"
"808","LRRC42",115353,"1",54411998,54433841,"1p33-p32.1"
"809","LDLRAD1",388633,"1",54472970,54483859,"1p32.3"
"810","TMEM59",9528,"1",54492353,54519246,"1p32.3"
"811","TCEANC2",127428,"1",54519244,54578192,"1p32.3"
"812","CDCP2",200008,"1",54604667,54618679,"1p32.3"
"813","CYB5RL",606495,"1",54638026,54665746,"1p32.3"
"814","MRPL37",51253,"1",54665839,54684056,"1p32.1"
"815","SSBP3",23648,"1",54691103,54872068,"1p32.3"
"816","C1orf191",619518,"1",54702115,54704736,"1p32.3"
"817","ACOT11",26027,"1",55013806,55100417,"1p32.3"
"818","FAM151A",338094,"1",55074849,55089200,"-"
"819","MROH7",374977,"1",55107412,55175940,"1p32.3"
"820","MROH7-TTC4",100527960,"1",55107412,55208328,"1p"
"821","TTC4",7268,"1",55181494,55208328,"1p32.3"
"822","PARS2",25973,"1",55222570,55230226,"1p32.2"
"823","TTC22",55001,"1",55246751,55266941,"1p32.3"
"824","LEXM",163747,"1",55271735,55307937,"1p32.3"
"825","DHCR24",1718,"1",55315299,55352921,"1p32.3"
"826","TMEM61",199964,"1",55446336,55457966,"1p32.3"
"827","BSND",7809,"1",55464616,55474465,"1p32.1"
"828","PCSK9",255738,"1",55505148,55530526,"1p32.3"
"829","USP24",23358,"1",55532031,55681039,"1p32.3"
"830","LOC100507634",100507634,"1",55681080,55683128,"1p32.3"
"831","PLPP3",8613,"1",56960418,57045257,"1p32.2"
"832","PRKAA2",5563,"1",57110989,57181008,"1p31"
"833","C1orf168",199920,"1",57184476,57285369,"1p32.2"
"834","C8A",731,"1",57320442,57383894,"1p32"
"835","C8B",732,"1",57394882,57431813,"1p32.2"
"836","DAB1",1600,"1",57463578,58716211,"1p32-p31"
"837","DAB1-AS1",101926890,"1",58326214,58328786,"-"
"838","OMA1",115209,"1",58946390,59012471,"1p32.2-p32.1"
"839","TACSTD2",4070,"1",59041094,59043166,"1p32"
"840","MYSM1",114803,"1",59120410,59165747,"1p32.1"
"841","JUN",3725,"1",59246462,59249785,"1p32-p31"
"842","LINC01135",100131060,"1",59250822,59365384,"1p32.1"
"843","LINC01358",101926925,"1",59486147,59553919,"-"
"844","HSD52",729467,"1",59597607,59612479,"1p32.1"
"845","FGGY",55277,"1",59762624,60228402,"1p32.1"
"846","LOC101926944",101926944,"1",60238466,60254501,"-"
"847","HOOK1",51361,"1",60280532,60342050,"1p32.1"
"848","CYP2J2",1573,"1",60358979,60392423,"1p31.3-p31.2"
"849","C1orf87",127795,"1",60456065,60539442,"1p32.1"
"850","LOC101926964",101926964,"1",61125302,61291256,"-"
"851","LOC100996570",100996570,"1",61405915,61436448,"-"
"852","NFIA",4774,"1",61542945,61928460,"1p31.3-p31.2"
"853","LOC645030",645030,"1",61714616,61719190,"1p31.3"
"854","MGC34796",414927,"1",62119913,62121800,"1p32"
"855","TM2D1",83941,"1",62146718,62191095,"1p31.3"
"856","INADL",10207,"1",62208148,62629591,"1p31.3"
"857","L1TD1",54596,"1",62660473,62678001,"1p31.3"
"858","KANK4",163782,"1",62701836,62785083,"1p31.3"
"859","USP1",7398,"1",62901974,62917475,"1p31.3"
"860","DOCK7",85440,"1",62920396,63154039,"1p31.3"
"861","ANGPTL3",27329,"1",63063157,63071976,"1p31.3"
